"HIGH_1"	"HIGH_2"	"HIGH_3"	"HIGH_4"	"LOW_1"	"LOW_2"	"LOW_3"	"LOW_4"
"LOC124900546"	306	578	187	106	661	412	310	237
"LOC107986120"	4	4	2	0	2	4	6	4
"LOC107986121"	0	0	0	0	0	1	0	0
"NDUFB4"	1296	976	748	2000	646	592	748	743
"HGD"	11589	3567	8286	5800	9466	11579	6868	6627
"RABL3"	737	570	563	551	366	505	398	523
"GTF2E1"	183	294	144	182	105	106	156	158
"NAP1L1P3"	0	2	1	0	0	2	0	0
"LINC02049"	0	0	0	0	0	0	0	0
"LOC105374069"	0	0	0	0	1	1	1	1
"STXBP5L"	2	0	0	0	0	0	0	0
"MIR5682"	0	0	0	0	0	0	0	0
"POLQ"	50	95	57	30	26	33	23	75
"RPL7AP11"	0	0	0	0	0	1	0	1
"ARGFX"	0	0	0	0	0	1	2	0
"LOC124906360"	0	0	0	0	0	0	0	0
"FBXO40"	5	1	7	2	10	0	8	15
"HCLS1"	541	1099	319	372	244	244	339	453
"GOLGB1"	7592	6440	7351	3914	5217	5990	6236	6885
"IQCB1"	290	325	265	149	179	253	228	257
"EAF2"	81	112	61	36	31	25	37	43
"SLC15A2"	107	165	93	58	67	71	84	98
"ILDR1"	28	19	28	10	3	9	16	6
"LOC101927010"	4	2	0	0	1	0	1	1
"CD86"	225	477	152	178	77	87	121	176
"CASR"	14	35	5	0	1	38	81	7
"HNRNPA1P23"	0	0	0	0	0	0	0	0
"CSTA"	259	170	199	372	89	84	74	278
"MIX23"	381	296	314	359	311	333	308	319
"FAM162A"	1548	639	1131	1410	1133	1111	1121	1131
"WDR5B"	265	247	248	194	244	212	257	262
"WDR5B.DT"	5	13	7	7	9	9	4	8
"KPNA1"	2623	1699	1984	1783	1435	1662	1327	1592
"LOC107984000"	0	0	0	1	0	1	0	0
"LOC105374071"	0	1	0	0	0	0	0	0
"PARP9"	4365	2224	3487	1948	1920	2736	1985	2566
"DTX3L"	4630	3240	3240	2472	2578	2712	2177	2644
"PARP15"	170	235	91	112	129	139	108	130
"LOC124909419"	30	14	24	17	97	67	64	85
"EIF4BP8"	0	0	0	0	1	0	0	0
"PARP14"	13932	6375	9804	5103	8539	8209	5833	8089
"HSPBAP1"	324	577	237	242	204	212	257	241
"LOC124906363"	0	0	0	0	0	0	0	0
"SLC49A4"	460	546	366	350	339	302	364	368
"LINC02035"	252	380	120	169	150	209	145	171
"SEMA5B"	24	51	10	18	12	21	8	11
"PDIA5"	1489	905	1138	1019	1062	1205	1575	1098
"MIR7110"	3	2	1	5	6	6	2	2
"SEC22A"	592	525	485	517	385	498	507	527
"ADCY5"	173	99	93	90	126	160	149	117
"LOC124909420"	0	0	0	0	0	0	0	0
"HACD2"	3080	2344	2114	2585	2134	2423	1919	2410
"MYLK.AS1"	8	7	4	8	4	15	10	10
"MYLK"	7092	4544	6326	3320	6508	4836	5814	6276
"LOC124909421"	2	0	2	0	3	2	2	1
"MYLK.AS2"	0	0	0	0	0	1	0	0
"LOC105369194"	10	15	2	3	1	1	3	2
"LOC124906346"	1	0	0	0	0	0	0	0
"CCDC14"	2177	2671	1919	1032	1872	2276	2591	2727
"ROPN1"	4	0	1	1	0	0	0	1
"KALRN"	1408	2006	917	577	1136	1021	1233	946
"MIR5002"	2	6	3	2	1	1	3	3
"LOC105374077"	15	78	9	2	8	8	11	8
"MIR6083"	3	5	0	0	0	1	1	0
"LOC105374076"	1	0	0	0	0	0	0	0
"LOC124906276"	168	25	117	132	110	135	130	104
"UMPS"	875	663	677	633	639	606	729	680
"MIR544B"	5	5	8	0	4	3	9	7
"ITGB5"	2051	4272	1202	1386	855	1028	1347	1403
"LOC124909422"	139	212	116	52	62	113	119	127
"LOC124906277"	2	0	0	0	1	1	0	0
"MUC13"	31	165	7	1	3	8	10	3
"HEG1"	1481	2174	723	977	402	572	640	694
"LOC124909423"	0	0	1	0	0	0	0	0
"LOC124906278"	117	82	136	29	107	73	71	92
"SLC12A8"	371	332	401	130	211	171	212	208
"MIR5092"	9	2	6	0	7	2	0	2
"ZNF148"	2742	2768	2472	2163	2476	2585	2587	2916
"DUTP1"	0	0	0	0	0	0	0	0
"LOC105374080"	26	15	13	14	20	27	24	17
"LOC105374081"	0	1	0	0	0	0	0	0
"LOC124906351"	0	0	0	0	0	0	0	0
"SNX4"	1468	1040	1380	1490	1146	1204	1327	1626
"OSBPL11"	1021	950	617	646	517	509	427	560
"LOC112267908"	0	0	0	0	0	1	0	0
"LOC105374312"	2	0	0	0	0	1	1	0
"LOC124909424"	0	0	0	0	0	0	0	0
"MIR548I1"	0	0	0	0	0	0	0	0
"SNRPCP11"	0	0	0	0	0	0	0	0
"LINC02614"	12	14	16	12	14	17	13	20
"LOC102723696"	154	97	140	76	110	165	121	217
"FAM86JP"	20	21	11	10	9	11	8	9
"ALG1L"	38	1	21	35	3	4	2	54
"ROPN1B"	5	2	7	6	3	5	5	9
"SLC41A3"	305	474	203	298	153	155	204	280
"LOC124909425"	0	0	0	0	0	0	0	0
"LOC105374085"	40	24	41	81	42	45	38	40
"ALDH1L1"	9330	3049	8805	6684	16577	9172	13728	8054
"ALDH1L1.AS1"	2	3	0	0	2	1	2	1
"LOC105374083"	0	0	0	0	0	0	0	0
"ALDH1L1.AS2"	18	9	5	13	32	27	34	21
"LOC124909426"	10	18	4	2	3	7	8	4
"LOC107986124"	2	2	3	0	6	3	1	1
"KLF15"	1571	518	1147	1324	2134	1605	1696	1228
"LOC105374088"	5	0	4	5	1	1	6	1
"LOC107986044"	0	0	0	0	0	0	0	0
"CFAP100.DT"	0	0	0	0	0	0	0	0
"CFAP100"	1	1	0	2	0	1	1	0
"LOC124906280"	12	16	6	5	7	9	13	15
"ZXDC"	977	922	885	611	841	962	996	1189
"UROC1"	3801	539	2896	1827	1728	2767	3280	2710
"CHST13"	322	72	177	366	209	212	159	161
"C3orf22"	4	1	0	0	0	6	1	1
"LOC105374090"	0	0	0	0	0	0	0	0
"TXNRD3"	426	275	429	382	347	394	375	388
"NUP210P1"	0	0	0	0	0	0	0	0
"LOC645852"	0	0	0	0	0	0	0	0
"CHCHD6"	64	46	62	78	53	43	43	64
"RCC2P4"	0	0	0	0	0	0	0	0
"PLXNA1"	474	752	335	414	150	258	202	320
"C3orf56"	0	0	0	0	0	0	0	0
"LOC101060159"	0	0	0	0	0	0	0	0
"LOC124906281"	0	0	0	0	0	0	0	0
"PRR20G"	0	0	0	0	0	0	0	0
"LINC02016"	0	0	0	0	0	0	0	0
"LOC105374094"	0	0	0	0	0	0	0	0
"LINC01471"	0	0	0	0	0	0	0	1
"LINC02034"	9	0	2	2	0	0	0	3
"TPRA1"	499	339	292	398	269	270	299	340
"MIR6825"	0	0	0	0	0	3	0	0
"MIR7976"	1	0	0	1	1	0	0	0
"MCM2"	284	124	347	109	100	190	91	259
"LOC107986126"	0	0	0	0	0	0	0	0
"PODXL2"	29	7	10	41	11	14	11	25
"ABTB1"	157	170	76	150	58	75	97	82
"MGLL"	4397	2023	2612	2473	1243	1667	1721	3396
"LOC107986127"	193	127	199	47	90	144	172	250
"LOC107986129"	5	3	1	6	0	4	0	1
"LOC105374096"	1	0	1	0	0	0	0	1
"LOC124909427"	0	0	0	0	0	0	0	0
"KBTBD12"	7	0	9	1	4	0	5	3
"LOC102723759"	25	10	32	6	39	35	16	21
"SEC61A1"	5012	4113	4103	3407	2537	2217	2325	3047
"RUVBL1"	340	381	281	327	227	181	247	235
"RNU2.37P"	3	0	1	0	0	1	1	0
"RUVBL1.AS1"	3	3	0	1	1	1	6	3
"EEFSEC"	20	12	13	16	17	15	7	17
"LOC124909428"	0	0	0	0	1	0	0	0
"LOC124909429"	0	0	0	0	0	0	0	0
"DNAJB8"	0	0	0	0	0	0	0	0
"DNAJB8.AS1"	0	0	0	0	0	0	0	0
"GATA2"	27	25	14	27	7	18	19	18
"GATA2.AS1"	32	14	10	9	10	7	15	14
"LOC90246"	11	7	10	3	3	7	6	12
"TMED10P2"	1	0	2	0	1	0	1	0
"LINC01565"	0	0	0	0	0	1	2	0
"LOC124909430"	2	0	1	0	2	0	0	1
"RPN1"	6580	5073	5257	5016	3941	3415	4040	6060
"LOC124900558"	0	0	0	0	0	0	0	0
"RAB7A"	2549	2378	1456	2032	1105	1464	953	1211
"FTH1P4"	0	0	0	1	1	2	1	0
"RPS15AP16"	0	0	0	0	0	0	0	0
"MIR12124"	0	0	0	0	1	0	0	0
"LOC653712"	3	0	2	1	2	8	4	5
"LOC124906283"	9	10	2	9	2	4	4	5
"ACAD9.DT"	60	51	48	42	72	93	81	76
"ACAD9"	887	836	675	721	615	567	907	720
"CFAP92"	19	16	11	7	5	3	7	9
"EFCC1"	36	24	44	21	17	34	21	29
"GP9"	2	0	0	0	0	0	1	0
"LOC124906368"	0	0	0	0	0	0	0	0
"RAB43"	34	25	33	27	45	44	40	47
"ISY1.RAB43"	0	1	0	0	0	0	0	1
"ISY1"	109	131	73	63	61	64	74	91
"CNBP"	5486	4175	4244	5734	4765	4273	5270	4624
"LOC105374101"	49	35	20	32	23	25	32	45
"LOC105374102"	0	7	3	0	1	1	3	3
"COPG1"	2974	2658	2659	1919	1831	1580	1681	2347
"MIR6826"	2	0	2	2	0	1	0	0
"HMCES"	583	385	388	413	296	374	357	414
"H1.10"	457	270	196	419	240	241	206	240
"H1.10.AS1"	20	23	11	11	10	16	18	18
"NUP210P3"	0	0	0	0	0	0	0	0
"RPL32P3"	115	150	73	57	95	99	76	76
"SNORA7B"	84	108	44	67	31	44	23	27
"EFCAB12"	43	38	36	18	27	28	18	15
"MBD4"	1249	1110	990	681	662	611	700	858
"IFT122"	433	405	344	215	308	336	270	282
"RHO"	0	0	0	0	0	0	0	1
"H1.8"	0	0	0	0	0	0	0	0
"PLXND1"	1525	2247	672	1315	654	665	718	764
"RN7SL752P"	127	128	280	246	344	311	479	421
"LOC124909431"	0	0	0	0	0	0	0	1
"TMCC1"	1310	1499	912	928	659	714	688	943
"RNY3P13"	0	0	0	0	0	0	0	0
"LOC124906340"	0	0	0	0	0	0	0	0
"TMCC1.DT"	44	61	26	22	30	26	42	34
"LOC124906284"	2	0	0	1	1	2	0	1
"TRH"	0	0	0	0	0	0	0	0
"ALG1L2"	2	2	0	1	2	0	0	0
"LINC02014"	1	0	0	1	0	0	0	0
"FAM86HP"	30	19	18	17	10	36	31	8
"LINC02021"	35	26	34	14	42	64	39	86
"LOC124909432"	0	0	0	0	0	0	0	0
"LOC107986131"	1	1	0	0	0	2	2	6
"LOC107986133"	0	1	0	0	0	0	1	0
"LOC124906285"	3	0	0	0	0	3	2	0
"LOC124906287"	2	0	3	0	8	4	6	8
"SNRPCP8"	0	0	0	0	0	1	0	0
"LOC124909433"	0	1	0	0	1	1	0	1
"COL6A4P2"	9	9	8	6	2	6	5	5
"LOC105374106"	0	0	0	0	0	0	0	0
"COL6A5"	0	4	1	0	1	0	0	0
"COL6A6"	141	10	196	154	242	184	34	254
"PIK3R4"	1567	970	1317	1423	1494	1466	1379	1441
"LOC107986023"	37	12	31	12	34	34	37	26
"LOC105374107"	0	0	0	0	0	0	0	0
"LOC105374108"	0	0	0	0	0	0	0	0
"ATP2C1"	1446	2024	1210	1186	872	1030	967	1158
"LOC100420832"	0	0	0	0	0	0	0	0
"ASTE1"	283	190	187	211	288	257	262	287
"NEK11"	73	180	68	73	29	53	44	41
"LOC124909434"	4	17	7	6	1	1	9	7
"NUDT16.DT"	57	39	48	22	72	78	59	86
"NUDT16L2P"	345	154	239	282	361	335	324	338
"NUDT16"	1826	872	1444	1358	1545	1678	1728	2232
"LOC107986025"	1	3	1	5	2	9	3	5
"LOC105374110"	2	4	2	3	0	2	0	2
"MRPL3"	1075	1236	907	1078	802	673	754	924
"SNORA58"	18	12	12	2	3	11	9	7
"LOC105374114"	0	6	0	3	0	2	0	0
"CPNE4"	1	0	0	0	0	0	0	0
"LOC105374113"	0	0	0	0	0	0	0	1
"MIR5704"	0	0	0	0	0	0	0	0
"LOC124906288"	0	0	0	0	0	0	0	0
"LOC105374111"	0	0	0	0	0	0	0	0
"PSMC2P1"	9	3	2	3	1	2	1	3
"TRC.GCA6.1"	0	0	0	0	0	0	0	0
"TRC.GCA9.1"	0	0	0	0	0	0	0	0
"LOC124906374"	0	0	0	0	0	0	0	0
"ACP3"	28	51	12	30	8	7	5	21
"LOC124909435"	0	1	0	0	1	1	1	1
"DNAJC13"	2577	3544	1906	1723	1496	1651	1755	2105
"LOC124909436"	11	11	3	11	8	10	6	12
"NPHP3.ACAD11"	12	8	20	6	25	32	17	25
"ACAD11"	366	101	279	326	292	291	292	310
"ACKR4"	5	2	9	7	9	5	7	6
"UBA5"	1132	969	940	821	752	811	787	1014
"NPHP3"	126	135	121	75	142	138	158	175
"NPHP3.AS1"	1	5	1	3	3	1	3	0
"LOC105374115"	0	0	0	0	0	0	0	0
"TMEM108"	6	5	3	0	1	2	1	3
"TMEM108.AS1"	0	0	0	0	0	0	0	0
"LOC101927432"	7	1	3	7	0	2	3	2
"BFSP2"	0	0	0	0	0	0	0	0
"BFSP2.AS1"	1	8	0	0	0	1	0	0
"LOC391578"	0	0	0	0	0	0	0	0
"CDV3"	3048	4286	2579	2570	2378	2333	2593	2677
"LOC124909437"	13	4	4	2	1	6	4	3
"TOPBP1"	922	1070	823	591	631	755	748	917
"LOC124909487"	16	9	14	4	17	12	10	10
"TF"	339172	59263	272172	225530	224247	235604	296358	260402
"INHCAP"	0	0	0	0	0	0	0	0
"LOC100421637"	899	204	1012	521	735	860	1304	1078
"SRPRB"	1034	954	839	763	578	466	528	645
"LOC105374116"	0	0	0	0	0	0	0	0
"RAB6B"	21	34	7	15	5	8	27	10
"C3orf36"	2	10	1	0	0	2	2	0
"SLCO2A1"	179	428	35	28	19	63	66	35
"LINC02000"	0	0	0	0	0	0	0	0
"LOC105374117"	0	0	0	0	0	0	0	0
"RYK"	998	1534	779	901	707	707	898	882
"LINC02004"	16	1	11	8	28	27	36	20
"LOC105374118"	1	0	0	4	4	3	0	0
"RPL39P5"	3	3	2	1	2	3	1	1
"AMOTL2"	883	1056	464	392	533	642	655	589
"MIR6827"	1	1	0	0	0	0	0	0
"MIR4788"	0	0	0	0	0	0	0	0
"ANAPC13"	970	905	594	785	392	473	440	498
"CEP63"	633	614	566	398	536	631	652	618
"KY"	0	0	0	0	0	2	8	2
"EPHB1"	64	38	27	21	21	78	99	72
"LOC105374121"	0	0	0	0	0	0	0	0
"LOC102724019"	26	4	14	28	22	35	22	20
"LOC105374122"	0	1	0	0	0	1	2	0
"LOC105374123"	0	0	0	0	0	0	0	0
"LOC105374124"	1	0	1	0	2	1	0	0
"PPP2R3A"	215	358	160	108	100	155	177	122
"LOC100420050"	2	1	4	1	0	2	5	1
"MSL2"	937	903	731	578	635	715	733	695
"TDGF1P6"	0	0	0	0	0	0	1	0
"PCCB"	4272	1189	3404	3576	2150	1942	2653	3013
"STAG1"	1463	1809	1288	1216	1219	1244	1240	1533
"RNY4P4"	0	0	0	0	0	0	0	0
"LOC100421438"	43	45	56	20	56	69	61	71
"SLC35G2"	92	159	62	143	23	86	68	48
"NCK1.DT"	60	66	24	57	28	33	28	42
"NCK1"	696	1065	514	627	425	564	458	540
"RAD51AP1P1"	0	0	0	0	0	0	0	0
"IL20RB.AS1"	0	0	0	0	0	0	0	0
"IL20RB"	286	41	463	17	19	415	42	28
"LOC105374126"	0	0	0	0	0	0	0	0
"SOX14"	0	0	0	0	0	0	0	0
"LINC01210"	0	0	0	0	0	0	0	0
"HSPA8P9"	0	2	0	0	2	1	1	2
"CLDN18"	0	0	0	0	0	0	0	0
"LOC105374127"	34	78	24	9	15	41	46	20
"LOC105374128"	70	157	29	19	16	59	40	46
"DZIP1L"	130	276	66	64	45	83	106	91
"KRT8P36"	7	5	7	2	4	13	7	3
"A4GNT"	0	8	0	0	0	4	4	1
"DBR1"	218	282	162	182	118	106	171	198
"ARMC8"	1007	1164	838	587	640	695	707	832
"NME9"	7	9	1	0	0	3	4	0
"LOC124909438"	1	2	0	0	1	0	0	0
"MRAS"	398	608	205	275	60	110	109	176
"ESYT3"	15	13	24	4	2	6	7	0
"CEP70"	1718	943	1653	1162	1210	1338	1509	1553
"FAIM"	143	252	95	98	35	32	49	86
"PPIAP72"	13	24	12	5	9	7	6	11
"PIK3CB"	888	1190	601	629	420	574	376	457
"GAPDHP39"	0	0	0	0	0	0	0	0
"EEF1A1P25"	0	0	3	1	3	2	0	4
"ATP5MC1P3"	1	1	0	0	3	1	0	3
"LOC124906289"	3	2	4	2	5	1	2	3
"LINC01391"	0	0	0	0	0	0	0	0
"FOXL2"	0	0	0	1	0	1	0	0
"FOXL2NB"	0	0	0	0	0	1	0	1
"PRR23A"	0	0	0	0	0	0	0	0
"PRR23B"	0	0	0	0	0	0	0	0
"PRR23C"	0	1	0	0	0	0	0	0
"BPESC1"	0	0	0	0	0	0	0	0
"PISRT1"	0	0	0	0	0	0	0	0
"LOC124906290"	13	3	2	1	5	3	4	11
"LOC124909439"	0	0	0	0	0	0	0	0
"MRPS22"	860	617	608	790	561	485	585	708
"COPB2"	3362	3212	3318	2251	2272	2059	2112	2818
"LOC124906339"	0	0	0	0	0	0	0	0
"COPB2.DT"	58	31	42	51	51	61	55	55
"RBP2"	1	3	0	0	0	0	0	0
"RBP1"	649	590	321	590	213	233	204	337
"NMNAT3"	123	92	67	89	80	65	115	64
"CLSTN2"	443	1308	172	345	107	100	366	200
"LOC124909440"	0	11	0	0	0	5	0	1
"LOC124900599"	0	0	0	0	0	0	0	0
"LOC105374132"	0	0	0	0	0	0	0	0
"CLSTN2.AS1"	0	0	0	0	0	0	0	0
"LOC102724068"	0	1	0	0	0	0	2	0
"TRIM42"	0	0	0	0	0	0	0	0
"RPL23AP41"	0	0	0	0	0	0	0	0
"SLC25A36"	321	812	198	237	133	227	277	232
"SPSB4"	53	22	69	34	59	39	53	70
"PXYLP1"	335	194	266	170	187	155	206	184
"LOC124909441"	20	5	3	10	19	8	8	15
"LOC100289442"	0	0	0	0	0	0	1	0
"ZBTB38"	4072	3051	2845	2086	2035	2687	2271	2800
"LOC124906291"	3	19	6	3	2	5	2	4
"RASA2"	710	1152	566	487	551	585	535	614
"LOC124906292"	0	0	0	0	0	0	0	0
"YWHAQP6"	0	0	0	2	0	0	0	0
"LINC02618"	2	0	4	1	5	4	2	5
"RNF7"	718	740	456	914	358	367	444	515
"GRK7"	4	10	4	3	8	11	4	6
"LOC105374134"	0	0	0	0	0	0	0	0
"HMGN2P25"	0	0	2	0	1	0	0	0
"ATP1B3"	243	668	112	244	66	91	80	105
"RNU6.509P"	0	0	0	0	0	0	0	0
"LOC124909442"	4	1	2	3	1	4	2	2
"TFDP2"	1610	1121	1276	1089	1226	1437	1376	1279
"RPL19P6"	21	3	18	5	25	27	28	34
"GK5"	536	589	550	292	369	472	419	428
"XRN1"	4734	3884	4138	3604	3653	4330	4571	4519
"ATR"	1485	2280	1337	739	1017	1072	941	1211
"LOC105374136"	0	0	0	0	0	1	0	0
"PLS1"	1067	1354	802	858	759	826	814	1175
"TRPC1"	99	220	58	51	42	77	85	85
"RNU7.47P"	0	0	2	0	0	0	0	2
"PCOLCE2"	288	2	198	496	462	167	264	430
"RPL8P3"	5	0	5	0	3	1	1	4
"LOC124909443"	0	0	0	0	2	0	0	0
"LOC100507389"	713	110	657	934	1180	778	989	1214
"PAQR9"	1117	624	1102	1924	1107	1253	1684	1789
"PAQR9.AS1"	24	9	28	60	38	42	83	67
"LOC100289361"	32	7	27	40	33	17	28	23
"U2SURP"	2312	2644	1916	1513	2150	2412	2453	2552
"LOC105374138"	0	0	0	0	0	0	0	0
"CHST2"	41	54	22	36	15	17	10	27
"LOC105374137"	0	1	0	0	0	0	0	0
"PBX2P1"	1	1	2	1	1	2	1	1
"SLC9A9"	550	785	461	589	387	322	445	685
"SLC9A9.AS1"	1	2	0	0	1	1	0	1
"GAPDHP47"	12	4	4	2	4	12	5	11
"LOC124906294"	0	0	0	0	0	0	0	0
"LOC102724120"	0	0	0	0	0	0	0	0
"RPS17P10"	0	0	0	0	0	0	0	0
"DIPK2A"	423	868	373	447	406	358	484	426
"LOC105374140"	202	396	164	632	67	138	245	672
"LOC124909444"	0	3	0	6	2	0	0	1
"LOC105374141"	0	0	0	0	0	0	0	0
"LOC105374142"	0	0	0	0	0	0	0	0
"LOC105374143"	0	0	0	0	0	0	0	0
"LOC105374144"	1	0	0	0	0	0	0	0
"LOC107986138"	0	0	0	0	0	0	0	0
"LNCSRLR"	34	86	23	22	36	26	39	25
"PLOD2"	2321	6770	1859	1640	1919	1529	1646	1804
"LOC105374145"	32	48	37	11	42	57	64	61
"PLSCR4"	1577	2089	1245	1254	1515	1643	1957	1830
"PLSCR2"	15	29	8	5	10	9	12	9
"PLSCR1"	1130	1901	780	629	532	710	534	654
"RNU6.428P"	0	0	0	0	0	0	0	0
"PLSCR5"	0	0	0	0	0	0	0	0
"LINC02010"	0	0	0	0	0	0	0	0
"LOC112268449"	0	0	0	0	0	0	0	0
"LOC124909494"	0	0	0	0	0	0	0	0
"ZIC4"	0	2	3	4	4	4	3	1
"ZIC4.AS1"	0	0	0	0	0	0	0	0
"ZIC1"	106	117	173	158	192	131	182	144
"LOC440982"	2	0	7	8	5	7	4	2
"LOC124909495"	0	0	0	0	0	0	0	0
"LOC102724145"	0	0	0	0	0	0	0	0
"LOC124909496"	0	0	0	0	0	0	0	0
"LOC124906206"	0	0	0	0	0	0	0	0
"LINC02032"	0	0	0	0	0	0	0	0
"HNRNPA1P20"	0	0	0	0	0	0	0	0
"LINC02045"	0	0	0	0	0	0	0	0
"LINC02046"	0	0	0	0	0	0	0	0
"LOC105374148"	0	0	0	2	0	0	0	0
"LOC105374147"	2	1	1	0	0	2	0	0
"LOC105374150"	0	1	0	0	0	0	0	1
"AGTR1"	1340	1177	1118	1247	1126	1210	985	1193
"CPB1"	5	1	2	7	1	8	2	3
"CPA3"	54	13	29	231	3	26	19	109
"LOC107986045"	0	0	0	0	0	0	0	0
"UBQLN4P1"	3	2	3	2	1	2	2	1
"GYG1"	319	668	183	254	113	142	149	167
"HLTF"	1503	1366	1622	1191	999	1099	1108	1465
"HLTF.AS1"	0	0	0	0	0	0	0	0
"HPS3"	466	767	374	353	311	393	368	402
"CP"	131712	65901	89262	62140	69941	78596	92336	131247
"LOC101927942"	106	54	76	78	30	60	54	77
"LOC107986140"	0	0	1	0	0	2	0	1
"TM4SF18"	269	684	166	310	167	139	213	234
"RPS25P5"	0	0	0	0	0	0	0	0
"TM4SF1"	636	2646	376	622	283	267	534	383
"TM4SF1.AS1"	1	4	1	5	1	0	0	0
"LOC105374151"	10	27	0	7	2	2	1	2
"LOC124906251"	3	3	0	0	0	3	0	0
"TM4SF4"	8824	8060	5792	7006	4122	4991	3314	5756
"WWTR1"	1096	2084	759	781	570	748	712	692
"WWTR1.IT1"	52	116	69	28	71	73	70	83
"WWTR1.AS1"	5	2	1	0	2	3	3	8
"COMMD2"	667	754	508	425	328	339	389	383
"ANKUB1"	1	2	1	0	0	0	0	0
"RNF13"	2443	2578	1930	2161	1861	2087	2411	2036
"PFN2"	609	414	473	377	393	356	235	484
"LOC646903"	9	16	7	3	9	3	3	5
"PPIAP73"	1	0	0	2	1	0	0	0
"HNRNPA1P24"	0	0	0	0	0	0	0	0
"LOC124909445"	0	1	1	0	0	0	0	0
"LOC105374153"	0	0	0	1	0	0	0	0
"LINC01998"	0	0	0	0	0	0	0	0
"LOC124906365"	0	0	0	0	0	0	0	0
"LOC105374313"	0	0	0	0	0	0	0	0
"RPL32P9"	0	0	0	0	0	0	0	0
"LINC01213"	0	0	0	0	1	0	0	0
"LOC124906376"	0	0	0	0	0	0	0	0
"LINC01214"	6	15	1	2	2	3	4	2
"LOC105374154"	8	29	5	11	19	47	2	122
"LOC107986141"	2	4	3	12	4	14	3	54
"LOC107986142"	0	3	0	0	2	1	1	3
"TSC22D2"	982	1088	652	540	496	640	578	642
"SERP1"	3630	2828	3859	3277	2893	2262	2482	2887
"EIF2A"	1618	2040	1277	1736	1411	1262	1365	1376
"LOC124900547"	149	107	153	164	217	213	200	190
"SELENOT"	1614	1515	1264	1523	905	903	1016	1298
"LOC677762"	0	0	0	0	0	0	0	0
"ERICH6"	4	8	9	6	6	3	5	4
"ERICH6.AS1"	10	20	15	14	10	4	8	6
"SNRPCP3"	4	0	0	0	2	1	3	1
"LOC101928105"	105	5	14	13	3	25	8	32
"SIAH2"	1552	583	962	1120	623	869	639	947
"SIAH2.AS1"	170	44	118	61	128	275	81	150
"LOC124909447"	65	12	43	30	1	7	2	12
"MINDY4B"	1	0	0	0	0	0	0	0
"LOC124909446"	12	0	4	0	2	10	2	5
"CLRN1"	0	0	0	0	0	0	0	0
"CLRN1.AS1"	156	3	111	48	124	192	96	214
"LOC124909448"	0	0	0	0	0	0	0	0
"MED12L"	29	32	30	22	40	29	19	54
"GPR171"	47	126	22	26	18	31	25	32
"P2RY14"	17	47	14	18	15	20	21	10
"SETP11"	0	3	0	0	0	2	1	1
"GPR87"	0	0	0	0	0	0	0	0
"P2RY13"	277	511	194	316	123	144	148	384
"P2RY12"	78	165	67	44	26	16	72	66
"IGSF10"	104	108	62	78	35	129	322	111
"MIR5186"	0	0	0	0	1	0	0	1
"LOC105374157"	0	0	0	0	0	0	0	0
"LINC02066"	0	0	0	0	0	0	0	0
"AADACL2"	0	0	0	0	0	0	0	0
"AADACL2.AS1"	0	5	1	1	0	0	0	0
"AADACP1"	325	209	312	190	296	160	131	146
"AADAC"	8694	9148	8129	12279	6090	6074	6578	8378
"SUCNR1"	187	205	206	274	247	199	231	325
"LOC105374159"	0	1	0	0	3	1	1	0
"LOC107986047"	1	0	0	0	0	0	0	1
"LOC101928166"	0	7	2	0	0	2	1	0
"MBNL1"	4282	5257	3537	3170	3217	3324	3664	4127
"MBNL1.AS1"	22	44	25	27	16	16	38	16
"TMEM14EP"	0	1	0	0	0	0	0	0
"LOC105374163"	0	2	0	0	0	0	0	0
"LOC102724289"	0	11	2	0	0	1	1	4
"LOC124909449"	0	0	0	0	0	0	0	0
"P2RY1"	191	410	111	122	80	75	146	138
"LOC124909450"	0	0	0	0	0	0	1	0
"HMGN2P13"	0	0	0	0	0	0	0	0
"LOC100418712"	0	0	0	0	0	0	0	0
"LOC124909451"	0	1	2	0	0	0	0	0
"RAP2B"	866	1816	549	704	322	456	476	648
"LOC105374164"	13	24	5	6	6	9	1	6
"RN7SL300P"	1	2	14	2	8	12	6	11
"LOC105374166"	19	27	25	11	12	25	7	20
"LINC02006"	6	14	0	0	0	0	0	0
"LINC02083"	0	1	0	0	0	1	0	0
"LINC02877"	0	0	0	0	0	0	0	0
"LOC124900552"	0	0	0	0	0	0	0	0
"ARHGEF26.AS1"	24	5	10	11	31	37	30	8
"ARHGEF26"	3	0	3	6	5	1	0	7
"LOC105374167"	0	0	0	0	0	0	0	0
"DHX36"	723	782	443	492	402	532	399	439
"LOC124906350"	0	0	0	0	0	1	0	1
"GPR149"	0	0	0	0	0	0	0	0
"DDX50P2"	0	0	0	0	2	1	1	0
"DYNLL1P5"	0	0	0	0	0	0	0	0
"LOC105374170"	0	0	0	0	0	0	0	0
"LOC105374171"	0	0	0	0	0	0	0	0
"MME"	2824	286	2398	3254	3787	1920	2350	4154
"LINC01487"	0	0	0	0	0	1	0	0
"STRIT1"	3	2	8	1	0	0	0	1
"PABPC1P10"	0	0	0	0	0	0	0	0
"LOC105374172"	0	0	0	0	0	0	0	0
"PLCH1.AS1"	0	0	0	0	0	0	0	0
"PLCH1"	24	65	8	6	5	21	32	7
"PLCH1.AS2"	0	0	0	0	0	0	0	0
"LOC124906297"	0	0	0	0	0	0	0	0
